current_row_id,current_material_label,pollutant,temperature,solution_ph,initial_concentration,response,match_method,source_paper,source_row_id,source_record_uid,source_material_label,source_reference,verified_material_group,source_study_id,source_citation,source_doi_or_url,material_identity_evidence,provenance_confidence,original_material_label,grouping_rule
62,PS350,Pb2+,25,5.5,0.0029,0.0029,exact material + condition + response,Zhu et al. (2019),63.0,63.0,PS350,[3],Zama2017::PS350,Zama2017,"Zama et al., The role of biochar properties in influencing the sorption and desorption of Pb(II), Cd(II) and As(III) in aqueous solution, Journal of Cleaner Production 148 (2017) 127-136.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,PS350,source study + source-specific material label
63,PS350,Pb2+,25,5.5,0.0039,0.0038,exact material + condition + response,Zhu et al. (2019),64.0,64.0,PS350,[3],Zama2017::PS350,Zama2017,"Zama et al., The role of biochar properties in influencing the sorption and desorption of Pb(II), Cd(II) and As(III) in aqueous solution, Journal of Cleaner Production 148 (2017) 127-136.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,PS350,source study + source-specific material label
64,PS350,Pb2+,25,5.5,0.0048,0.0048,exact material + condition + response,Zhu et al. (2019),65.0,65.0,PS350,[3],Zama2017::PS350,Zama2017,"Zama et al., The role of biochar properties in influencing the sorption and desorption of Pb(II), Cd(II) and As(III) in aqueous solution, Journal of Cleaner Production 148 (2017) 127-136.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,PS350,source study + source-specific material label
65,PS450,Pb2+,25,5.5,0.0029,0.0029,exact material + condition + response,Zhu et al. (2019),66.0,66.0,PS450,[3],Zama2017::PS450,Zama2017,"Zama et al., The role of biochar properties in influencing the sorption and desorption of Pb(II), Cd(II) and As(III) in aqueous solution, Journal of Cleaner Production 148 (2017) 127-136.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,PS450,source study + source-specific material label
66,PS450,Pb2+,25,5.5,0.0039,0.0038,exact material + condition + response,Zhu et al. (2019),67.0,67.0,PS450,[3],Zama2017::PS450,Zama2017,"Zama et al., The role of biochar properties in influencing the sorption and desorption of Pb(II), Cd(II) and As(III) in aqueous solution, Journal of Cleaner Production 148 (2017) 127-136.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,PS450,source study + source-specific material label
67,PS450,Pb2+,25,5.5,0.0048,0.0048,exact material + condition + response,Zhu et al. (2019),68.0,68.0,PS450,[3],Zama2017::PS450,Zama2017,"Zama et al., The role of biochar properties in influencing the sorption and desorption of Pb(II), Cd(II) and As(III) in aqueous solution, Journal of Cleaner Production 148 (2017) 127-136.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,PS450,source study + source-specific material label
68,PS550,Pb2+,25,5.5,0.0029,0.0029,exact material + condition + response,Zhu et al. (2019),69.0,69.0,PS550,[3],Zama2017::PS550,Zama2017,"Zama et al., The role of biochar properties in influencing the sorption and desorption of Pb(II), Cd(II) and As(III) in aqueous solution, Journal of Cleaner Production 148 (2017) 127-136.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,PS550,source study + source-specific material label
69,PS550,Pb2+,25,5.5,0.0039,0.0038,exact material + condition + response,Zhu et al. (2019),70.0,70.0,PS550,[3],Zama2017::PS550,Zama2017,"Zama et al., The role of biochar properties in influencing the sorption and desorption of Pb(II), Cd(II) and As(III) in aqueous solution, Journal of Cleaner Production 148 (2017) 127-136.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,PS550,source study + source-specific material label
70,PS550,Pb2+,25,5.5,0.0048,0.0048,exact material + condition + response,Zhu et al. (2019),71.0,71.0,PS550,[3],Zama2017::PS550,Zama2017,"Zama et al., The role of biochar properties in influencing the sorption and desorption of Pb(II), Cd(II) and As(III) in aqueous solution, Journal of Cleaner Production 148 (2017) 127-136.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,PS550,source study + source-specific material label
71,PS650,Pb2+,25,5.5,0.0029,0.0029,exact material + condition + response,Zhu et al. (2019),72.0,72.0,PS650,[3],Zama2017::PS650,Zama2017,"Zama et al., The role of biochar properties in influencing the sorption and desorption of Pb(II), Cd(II) and As(III) in aqueous solution, Journal of Cleaner Production 148 (2017) 127-136.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,PS650,source study + source-specific material label
72,PS650,Pb2+,25,5.5,0.0039,0.0039,exact material + condition + response,Zhu et al. (2019),73.0,73.0,PS650,[3],Zama2017::PS650,Zama2017,"Zama et al., The role of biochar properties in influencing the sorption and desorption of Pb(II), Cd(II) and As(III) in aqueous solution, Journal of Cleaner Production 148 (2017) 127-136.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,PS650,source study + source-specific material label
73,PS650,Pb2+,25,5.5,0.0048,0.0048,exact material + condition + response,Zhu et al. (2019),74.0,74.0,PS650,[3],Zama2017::PS650,Zama2017,"Zama et al., The role of biochar properties in influencing the sorption and desorption of Pb(II), Cd(II) and As(III) in aqueous solution, Journal of Cleaner Production 148 (2017) 127-136.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,PS650,source study + source-specific material label
74,BWH350, Cd2+,25,5.5,0.0053,0.0005,exact material + condition + response,Zhu et al. (2019),140.0,140.0,BWH350,[3],Zama2017::BWH350,Zama2017,"Zama et al., The role of biochar properties in influencing the sorption and desorption of Pb(II), Cd(II) and As(III) in aqueous solution, Journal of Cleaner Production 148 (2017) 127-136.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,BWH350,source study + source-specific material label
75,BWH350, Cd2+,25,5.5,0.0071,0.0006,exact material + condition + response,Zhu et al. (2019),141.0,141.0,BWH350,[3],Zama2017::BWH350,Zama2017,"Zama et al., The role of biochar properties in influencing the sorption and desorption of Pb(II), Cd(II) and As(III) in aqueous solution, Journal of Cleaner Production 148 (2017) 127-136.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,BWH350,source study + source-specific material label
76,BWH350, Cd2+,25,5.5,0.0089,0.0005,exact material + condition + response,Zhu et al. (2019),142.0,142.0,BWH350,[3],Zama2017::BWH350,Zama2017,"Zama et al., The role of biochar properties in influencing the sorption and desorption of Pb(II), Cd(II) and As(III) in aqueous solution, Journal of Cleaner Production 148 (2017) 127-136.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,BWH350,source study + source-specific material label
77,BWH450, Cd2+,25,5.5,0.0053,0.0053,exact material + condition + response,Zhu et al. (2019),143.0,143.0,BWH450,[3],Zama2017::BWH450,Zama2017,"Zama et al., The role of biochar properties in influencing the sorption and desorption of Pb(II), Cd(II) and As(III) in aqueous solution, Journal of Cleaner Production 148 (2017) 127-136.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,BWH450,source study + source-specific material label
78,BWH450, Cd2+,25,5.5,0.0071,0.0071,exact material + condition + response,Zhu et al. (2019),144.0,144.0,BWH450,[3],Zama2017::BWH450,Zama2017,"Zama et al., The role of biochar properties in influencing the sorption and desorption of Pb(II), Cd(II) and As(III) in aqueous solution, Journal of Cleaner Production 148 (2017) 127-136.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,BWH450,source study + source-specific material label
79,BWH450, Cd2+,25,5.5,0.0089,0.0089,exact material + condition + response,Zhu et al. (2019),145.0,145.0,BWH450,[3],Zama2017::BWH450,Zama2017,"Zama et al., The role of biochar properties in influencing the sorption and desorption of Pb(II), Cd(II) and As(III) in aqueous solution, Journal of Cleaner Production 148 (2017) 127-136.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,BWH450,source study + source-specific material label
80,BWH550, Cd2+,25,5.5,0.0053,0.0037,exact material + condition + response,Zhu et al. (2019),146.0,146.0,BWH550,[3],Zama2017::BWH550,Zama2017,"Zama et al., The role of biochar properties in influencing the sorption and desorption of Pb(II), Cd(II) and As(III) in aqueous solution, Journal of Cleaner Production 148 (2017) 127-136.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,BWH550,source study + source-specific material label
81,BWH550, Cd2+,25,5.5,0.0071,0.0025,exact material + condition + response,Zhu et al. (2019),147.0,147.0,BWH550,[3],Zama2017::BWH550,Zama2017,"Zama et al., The role of biochar properties in influencing the sorption and desorption of Pb(II), Cd(II) and As(III) in aqueous solution, Journal of Cleaner Production 148 (2017) 127-136.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,BWH550,source study + source-specific material label
82,BWH550, Cd2+,25,5.5,0.0089,0.004,exact material + condition + response,Zhu et al. (2019),148.0,148.0,BWH550,[3],Zama2017::BWH550,Zama2017,"Zama et al., The role of biochar properties in influencing the sorption and desorption of Pb(II), Cd(II) and As(III) in aqueous solution, Journal of Cleaner Production 148 (2017) 127-136.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,BWH550,source study + source-specific material label
83,BWH650, Cd2+,25,5.5,0.0053,0.0026,exact material + condition + response,Zhu et al. (2019),149.0,149.0,BWH650,[3],Zama2017::BWH650,Zama2017,"Zama et al., The role of biochar properties in influencing the sorption and desorption of Pb(II), Cd(II) and As(III) in aqueous solution, Journal of Cleaner Production 148 (2017) 127-136.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,BWH650,source study + source-specific material label
84,BWH650, Cd2+,25,5.5,0.0071,0.003,exact material + condition + response,Zhu et al. (2019),150.0,150.0,BWH650,[3],Zama2017::BWH650,Zama2017,"Zama et al., The role of biochar properties in influencing the sorption and desorption of Pb(II), Cd(II) and As(III) in aqueous solution, Journal of Cleaner Production 148 (2017) 127-136.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,BWH650,source study + source-specific material label
